"Subject"	"Cond"	"Exper"	"Inifile"	"Date"	"Time"	"Age"	"Attr_01_fem"	"Attr_01_mas"	"Attr_02_fem"	"Attr_02_mas"	"Attr_03_fem"	"Attr_03_mas"	"Attr_04_fem"	"Attr_04_mas"	"Attr_05_fem"	"Attr_05_mas"	"Attr_06_fem"	"Attr_06_mas"	"Attr_07_fem"	"Attr_07_mas"	"Attr_08_fem"	"Attr_08_mas"	"Attr_09_fem"	"Attr_09_mas"	"Attr_10_fem"	"Attr_10_mas"	"Attr_11_fem"	"Attr_11_mas"	"Attr_12_fem"	"Attr_12_mas"	"Debrief01"	"Debrief02"	"Debrief03"	"Debrief04"	"Formid_01_fem"	"Formid_01_mas"	"Formid_02_fem"	"Formid_02_mas"	"Formid_03_fem"	"Formid_03_mas"	"Formid_04_fem"	"Formid_04_mas"	"Formid_05_fem"	"Formid_05_mas"	"Formid_06_fem"	"Formid_06_mas"	"Formid_07_fem"	"Formid_07_mas"	"Formid_08_fem"	"Formid_08_mas"	"Formid_09_fem"	"Formid_09_mas"	"Formid_10_fem"	"Formid_10_mas"	"Formid_11_fem"	"Formid_11_mas"	"Formid_12_fem"	"Formid_12_mas"	"Health_01_fem"	"Health_01_mas"	"Health_02_fem"	"Health_02_mas"	"Health_03_fem"	"Health_03_mas"	"Health_04_fem"	"Health_04_mas"	"Health_05_fem"	"Health_05_mas"	"Health_06_fem"	"Health_06_mas"	"Health_07_fem"	"Health_07_mas"	"Health_08_fem"	"Health_08_mas"	"Health_09_fem"	"Health_09_mas"	"Health_10_fem"	"Health_10_mas"	"Health_11_fem"	"Health_11_mas"	"Health_12_fem"	"Health_12_mas"	"Instr"	"MateValue_Body"	"MateValue_Face"	"Mate_Pair01"	"Mate_Pair02"	"Mate_Pair03"	"Mate_Pair04"	"Mate_Pair05"	"Mate_Pair06"	"Mate_Pair07"	"Mate_Pair08"	"Mate_Pair09"	"Mate_Pair10"	"Mate_Pair11"	"Mate_Pair12"	"PP01"	"PP02"	"PP03"	"PP04"	"PP05"	"PP06"	"PP07"	"PP08"	"PP09"	"PP10"	"PP11"	"PP12"	"PP13"	"PP14"	"PP15"	"PP16"	"PP17"	"PP18"	"PPVAS1"	"PPVAS2"	"RS01"	"RS02"	"RS03"	"RS04"	"RS05"	"RS06"	"RS07"	"RS08"	"RS09"	"RS10"	"RS11"	"RS12"	"RS13"	"RS14"	"RS15"	"RS16"	"RSVAS1"	"RSVAS2"	"Rating_Instr"	"Recog_01"	"Recog_02"	"Recog_03"	"Recog_04"	"Recog_05"	"Recog_06"	"Recog_07"	"Recog_08"	"Recog_09"	"Recog_10"	"Recog_11"	"Recog_12"	"RelationshipStatus"	"SPVAS1"	"SPVAS2"	"SexOrient"	"VIS01"	"VIS02"	"VIS03"	"tAttr_01_fem"	"tAttr_01_mas"	"tAttr_02_fem"	"tAttr_02_mas"	"tAttr_03_fem"	"tAttr_03_mas"	"tAttr_04_fem"	"tAttr_04_mas"	"tAttr_05_fem"	"tAttr_05_mas"	"tAttr_06_fem"	"tAttr_06_mas"	"tAttr_07_fem"	"tAttr_07_mas"	"tAttr_08_fem"	"tAttr_08_mas"	"tAttr_09_fem"	"tAttr_09_mas"	"tAttr_10_fem"	"tAttr_10_mas"	"tAttr_11_fem"	"tAttr_11_mas"	"tAttr_12_fem"	"tAttr_12_mas"	"tFormid_01_fem"	"tFormid_01_mas"	"tFormid_02_fem"	"tFormid_02_mas"	"tFormid_03_fem"	"tFormid_03_mas"	"tFormid_04_fem"	"tFormid_04_mas"	"tFormid_05_fem"	"tFormid_05_mas"	"tFormid_06_fem"	"tFormid_06_mas"	"tFormid_07_fem"	"tFormid_07_mas"	"tFormid_08_fem"	"tFormid_08_mas"	"tFormid_09_fem"	"tFormid_09_mas"	"tFormid_10_fem"	"tFormid_10_mas"	"tFormid_11_fem"	"tFormid_11_mas"	"tFormid_12_fem"	"tFormid_12_mas"	"tHealth_01_fem"	"tHealth_01_mas"	"tHealth_02_fem"	"tHealth_02_mas"	"tHealth_03_fem"	"tHealth_03_mas"	"tHealth_04_fem"	"tHealth_04_mas"	"tHealth_05_fem"	"tHealth_05_mas"	"tHealth_06_fem"	"tHealth_06_mas"	"tHealth_07_fem"	"tHealth_07_mas"	"tHealth_08_fem"	"tHealth_08_mas"	"tHealth_09_fem"	"tHealth_09_mas"	"tHealth_10_fem"	"tHealth_10_mas"	"tHealth_11_fem"	"tHealth_11_mas"	"tHealth_12_fem"	"tHealth_12_mas"	"tMate_Pair01"	"tMate_Pair02"	"tMate_Pair03"	"tMate_Pair04"	"tMate_Pair05"	"tMate_Pair06"	"tMate_Pair07"	"tMate_Pair08"	"tMate_Pair09"	"tMate_Pair10"	"tMate_Pair11"	"tMate_Pair12"	"tPP01"	"tPP02"	"tPP03"	"tPP04"	"tPP05"	"tPP06"	"tPP07"	"tPP08"	"tPP09"	"tPP10"	"tPP11"	"tPP12"	"tPP13"	"tPP14"	"tPP15"	"tPP16"	"tPP17"	"tPP18"	"tRS01"	"tRS02"	"tRS03"	"tRS04"	"tRS05"	"tRS06"	"tRS07"	"tRS08"	"tRS09"	"tRS10"	"tRS11"	"tRS12"	"tRS13"	"tRS14"	"tRS15"	"tRS16"	"tRecog_01"	"tRecog_02"	"tRecog_03"	"tRecog_04"	"tRecog_05"	"tRecog_06"	"tRecog_07"	"tRecog_08"	"tRecog_09"	"tRecog_10"	"tRecog_11"	"tRecog_12"	"tVIS01"	"tVIS02"
250	3	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"7/17/2019"	"14:27:19"	"20"	1	2	5	4	6	6	1	4	4	3	1	4	2	2	5	4	6	5	1	2	4	2	2	1	"ok"	"ok"	"ok"	"ok"	6	5	6	7	6	6	7	6	4	5	5	6	6	7	3	6	3	5	7	7	4	6	5	6	6	6	6	6	7	7	5	5	5	5	6	6	6	6	5	6	6	6	4	5	6	7	6	6	"ok"	6	5	2	1	2	1	2	1	1	1	1	1	2	1	6	5	3	7	2	3	3	6	2	3	4	3	1	3	2	2	3	3	1	2	3	3	1	7	2	7	6	7	7	7	1	1	6	6	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	3	6	7	5	1569	3634	4144	3305	5570	3427	1586	3786	4001	4305	2764	5226	4824	2028	2211	2664	4462	2208	3543	1055	2681	2383	1905	3312	1882	2696	3270	2817	1843	1753	1733	1806	2105	2874	3356	1554	2305	1680	2130	4134	4430	4715	1487	2226	3280	1966	2471	1805	1866	2813	5857	2411	2358	3504	3555	6076	3013	4829	2322	1175	1856	2802	3425	2253	3274	4942	4659	5849	2491	1644	1118	2160	3408	9136	13175	8409	3742	6041	4498	7382	4406	9875	6608	2592	4078	4640	3193	4218	6396	10455	2995	6756	5196	6358	9765	4475	6655	4459	5217	3288	5233	10894	9875	8073	6425	3240	4117	3443	5397	2810	5070	3805	5243	3692	6611	4030	4100	7492	1071	1995	1143	900	2138	1249	1419	1619	1450	1254	787	1257	7029	3061
259	5	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"7/18/2019"	"15:24:44"	"21"	2	1	1	1	4	4	2	2	4	3	2	2	1	1	2	2	5	5	2	1	3	2	2	2	"ok"	"ok"	"ok"	"ok"	2	4	1	2	5	6	1	4	3	1	5	4	2	3	3	4	4	3	2	5	3	3	2	2	4	1	2	1	5	5	5	3	5	2	4	2	2	3	1	6	6	5	3	2	3	4	5	5	"ok"	3	4	2	1	2	1	1	1	1	2	2	2	2	1	7	4	6	6	7	2	3	2	5	6	2	4	5	4	3	5	4	4	99	99	4	1	2	4	4	5	4	5	4	4	3	3	4	6	7	2	2	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	6	6	5	1308	1796	1005	1866	2020	1700	1190	1630	1935	2860	1336	1410	3079	1306	2766	2279	2190	2356	1229	1556	2360	1189	1170	1165	1715	2296	1006	1466	3161	3090	1480	1990	2281	2026	2789	2110	1936	3416	1540	1739	2670	4470	2816	3276	1427	3447	2350	1376	5057	1086	2533	1466	2036	1725	2796	2705	3745	2427	2490	1100	1606	3356	1598	3000	3070	2520	2275	3759	1676	3769	1359	3520	5345	4456	5026	4755	4260	8870	2846	4630	21200	8630	12455	3667	6398	10558	5199	5949	15579	4688	5229	6517	12188	13608	4729	3478	14048	6058	7269	5199	6778	16708	6436	17769	11879	8138	8420	8987	12279	4219	4919	14856	5141	10628	5798	8770	6810	12308	1381	1860	3506	4116	7061	3186	676	1670	1500	1806	860	910	7001	6288
264	6	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"7/19/2019"	"16:36:17"	"24"	3	2	5	6	4	3	3	4	3	3	1	1	1	1	2	4	7	7	4	5	1	1	1	2	"ok"	"ok"	"ok"	"ok"	4	5	4	7	3	5	6	7	4	4	4	6	4	5	3	5	7	6	5	6	3	4	3	3	5	5	7	7	5	4	3	2	5	5	4	5	4	3	5	4	7	7	6	5	2	4	4	3	"ok"	6	7	1	2	1	2	2	2	2	2	1	1	2	1	7	3	3	4	2	5	3	5	7	3	4	3	3	5	2	4	3	4	99	99	6	4	2	5	4	7	5	7	7	5	1	1	7	7	7	3	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	5	7	6	3074	1211	6992	3360	6015	6539	6727	5914	3789	3606	2061	1470	3008	2305	4761	6990	2570	2345	5874	9399	3070	1827	4661	9206	8744	6414	8404	5863	9056	2953	4253	3207	6288	1690	3362	2763	4508	4295	2903	7328	4695	8260	6426	3398	2836	6920	2451	13533	2490	2858	3072	1864	4299	3646	7206	8508	1992	3993	3980	1965	3273	5340	4774	3342	1158	2724	2643	5961	7425	3858	4187	5340	11703	5741	5847	13807	8599	14285	6394	9375	8801	8322	11058	10169	5375	4104	6321	7695	12624	5405	5390	6720	7094	8851	9504	6609	6783	7147	7913	4835	7365	18182	9249	10727	11414	7514	11248	3548	10093	3521	2944	11836	4646	5583	6728	4290	3692	11993	1097	976	847	916	761	861	891	901	4270	964	951	1166	6233	3952
266	3	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"7/23/2019"	"11:35:33"	"23"	1	1	3	3	1	2	1	1	1	1	1	1	1	1	1	1	7	7	2	4	1	1	1	1	"ok"	"ok"	"ok"	"ok"	1	1	4	3	2	3	1	2	2	1	1	2	1	1	1	1	7	7	1	2	1	1	1	1	2	1	6	4	3	3	2	1	1	1	1	1	1	1	2	2	7	7	2	4	2	1	2	2	"ok"	5	6	1	1	1	1	1	1	2	2	2	2	1	2	7	5	5	7	1	1	7	7	1	7	7	1	1	7	1	1	7	1	1	2	1	1	1	7	1	7	7	7	7	7	1	1	7	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	2	7	2	2484	622	1898	3333	1149	1212	970	926	1499	633	1149	1290	971	724	988	708	1624	1711	2040	2732	2077	646	1134	1177	2119	1393	3769	4695	1587	2774	4581	2791	1154	1744	3057	1988	1284	2461	1079	1539	3644	7650	3741	1388	1382	1753	1749	2071	3336	894	3430	2054	1733	1349	2774	1662	757	1383	1055	968	1392	939	1242	2020	1986	2980	3055	1992	2434	3031	2298	2068	5913	1853	2410	2335	5532	5825	3178	3147	8625	4957	2050	3596	4135	8640	5171	4538	10025	4109	2984	4966	5571	5543	3934	3477	4177	5946	4937	3156	6669	10790	7199	4152	6149	4167	5976	3701	6408	2464	4201	3922	7816	3559	7147	5960	3556	5443	1112	1769	1517	688	779	1833	648	708	2743	804	1599	763	12111	4015
269	4	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"7/25/2019"	"09:30:29"	"19"	4	4	4	4	5	5	4	4	4	4	4	4	4	4	5	5	7	7	4	4	5	5	3	4	"ok"	"ok"	"ok"	"ok"	4	6	7	7	4	6	5	7	4	6	7	7	4	6	4	4	7	7	7	4	6	6	4	4	5	5	5	4	7	7	4	5	4	4	7	5	6	7	5	5	7	7	4	4	6	7	7	7	"ok"	7	7	2	1	1	2	2	2	2	2	2	1	2	2	7	5	1	7	1	5	4	7	7	7	4	4	2	7	3	3	4	1	1	2	7	3	3	3	3	7	7	7	7	7	1	4	7	7	7	3	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	7	6	893	1570	656	646	3146	2827	936	626	877	3394	1311	2590	895	756	3006	1467	2226	2266	1045	1268	1261	1786	4670	670	1146	1076	2040	1096	1100	2285	2930	2437	3029	1476	1670	1880	1125	936	2896	5776	3355	3386	2970	1560	1080	936	2400	1261	1038	760	2849	775	2509	1156	3560	1936	900	1812	903	1049	2407	1316	899	2740	2965	1730	2426	759	1625	1416	1800	2010	2930	5390	4606	6350	3297	2896	2810	4085	4147	2356	3674	4989	5078	3967	3067	4281	6019	4636	3769	4398	4600	4428	4298	4910	6298	5548	5444	3607	7272	7468	7337	5350	9109	5703	3373	3979	5291	2919	3289	4609	5398	7097	8279	6128	6448	5920	451	755	3316	530	670	1530	625	740	3000	646	1380	896	4868	3351
275	1	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"01.08.2019"	"11:17:58"	"20"	1	1	3	2	3	1	2	2	1	1	1	1	2	1	2	1	5	5	1	1	1	2	1	1	"ok"	"ok"	"ok"	"ok"	1	1	4	4	2	4	1	3	1	2	1	1	4	5	1	3	1	1	1	1	1	4	1	1	5	7	7	3	7	7	3	7	3	3	7	7	7	7	7	7	7	7	4	4	7	7	7	7	"ok"	3	5	1	1	1	2	2	1	2	1	2	1	2	2	7	4	6	5	4	6	2	6	2	6	3	1	2	3	4	3	3	2	99	99	3	4	2	7	2	7	6	7	7	6	1	1	6	6	6	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	3	5	4	2	1809	2465	3167	1420	1419	1295	3572	1467	905	967	1872	2106	1903	3963	4399	2028	3401	3323	4431	1279	3915	1545	1295	1592	1888	2043	2964	2153	2340	2465	1544	5211	1435	1825	2511	2090	3432	2823	1435	5866	1966	1778	4196	3323	2418	2028	3931	5475	4384	1248	14570	2153	905	1591	1888	2169	2527	1779	1591	1981	2824	2059	1466	1248	2075	609	1903	2418	4149	1700	640	2137	5148	2433	7722	6864	6661	9656	5663	1888	7644	9844	3494	4930	4602	4462	5881	6661	6084	4446	2714	3619	5008	9048	4618	5023	4976	7082	4041	3697	7659	8455	7191	7581	8690	9298	5336	4040	6146	2371	3682	5397	4742	4649	6677	4899	3260	4399	468	640	4337	546	811	639	671	561	2044	889	530	515	6068	7223
276	4	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"02.08.2019"	"16:29:11"	"21"	2	1	1	2	5	3	3	2	4	3	1	4	1	1	3	1	4	3	2	1	2	1	2	2	"ok"	"ok"	"ok"	"ok"	4	6	5	7	3	2	3	6	4	5	6	6	5	6	2	2	2	4	7	7	3	3	7	5	2	2	4	3	4	6	3	2	4	3	5	4	5	2	7	6	5	5	1	3	2	2	3	2	"ok"	4	5	1	1	1	1	1	1	2	2	2	2	2	2	6	5	1	4	5	2	2	2	6	6	2	1	5	4	4	4	4	1	1	2	4	5	2	7	2	5	4	6	3	2	4	2	5	4	5	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	2	2	2	2755	2780	1320	1660	4163	6377	2045	3893	2420	3845	1783	3703	2472	1170	2078	4695	6565	4608	1230	1308	822	1287	2367	918	3017	2850	2995	1515	1425	1437	3572	2935	1593	3488	2278	1402	2811	3205	1635	4325	2755	2067	1302	1800	1698	1745	1443	5855	3200	2615	8197	7148	2603	1962	11660	2663	1980	2003	3365	2192	2052	3710	2293	7240	8490	2375	8770	1625	4740	2237	2217	2773	9810	3177	5725	5485	6698	8883	5682	3300	6330	7885	5418	4237	5705	6795	2771	6988	8260	4840	4117	4123	6801	4932	5200	3115	8137	4262	3660	4858	6495	6093	8653	15325	11215	4477	5858	15780	6982	4593	7543	4535	3950	4582	4952	3122	5840	6970	1375	1095	1517	685	962	512	1550	2775	1103	563	1727	988	3910	2750
277	6	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"05.08.2019"	"15:19:26"	"22"	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	3	1	2	1	2	1	1	1	1	"ok"	"ok"	"ok"	"ok"	1	1	1	2	3	2	1	2	1	1	1	1	1	2	3	2	2	2	2	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	2	3	3	4	3	3	2	2	1	2	2	2	"ok"	5	3	2	1	2	1	1	1	1	2	2	1	2	2	5	5	3	6	5	4	6	3	7	5	3	2	2	6	2	4	6	1	99	99	4	5	4	5	3	5	5	5	5	5	1	4	5	5	5	3	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	4	5	5	1279	671	1841	1919	780	1467	2355	2277	1155	889	780	1030	920	2418	6396	2012	749	1529	1762	1217	733	1684	656	1185	1030	967	2808	1794	1934	1623	1981	6646	1622	1918	827	1700	1420	1419	1482	5133	1685	1872	2808	3323	1217	1482	1155	2216	1700	1326	1591	1779	3089	1466	3776	1061	1685	749	1217	1295	1404	1576	842	1981	4649	1341	2559	1981	1404	1388	2090	951	8112	5444	14804	10889	3557	12699	4618	5632	5709	5990	18002	7285	6895	3229	3229	5055	6677	3245	5725	3994	5351	6225	3338	3417	5367	5616	3869	5320	7769	5944	5367	6552	7987	5008	3573	2933	4836	3354	2699	3885	5881	4821	3900	3463	2574	4290	920	952	2964	2246	1513	1747	1950	1357	1186	1045	1123	1436	3573	2777
279	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"16.10.2019"	"12:29:27"	"19"	3	3	4	5	7	6	2	5	5	6	6	6	3	5	3	5	7	5	1	1	3	6	2	3	"ok"	"ok"	"ok"	"ok"	4	5	2	4	2	3	5	4	3	2	3	2	6	7	2	4	2	6	1	2	5	6	1	6	6	5	2	2	7	7	2	1	2	1	4	5	3	4	4	5	3	6	1	1	6	6	6	4	"ok"	3	5	1	2	1	1	1	1	2	2	2	2	2	2	6	7	5	7	2	6	4	7	6	7	6	1	2	5	6	3	5	5	99	99	5	4	2	5	2	7	7	5	3	4	1	4	5	6	6	1	2	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	3	6	7	7	1923	4285	3525	1865	1417	4063	1930	4710	7502	1785	2215	2823	2022	4136	2762	3762	1625	3392	1970	5840	5732	2207	2557	2975	3897	2025	2707	2380	1572	2285	2680	3677	3002	5210	4025	3948	2760	4042	2885	1733	2423	3955	1667	2067	1355	2807	1690	2705	1955	3357	3873	4830	2715	3010	1665	1325	1980	1320	1943	6140	1935	2298	1400	5420	3172	2382	1548	1635	2422	2190	8028	4555	5681	6205	3780	8865	4280	4005	4975	7458	6265	4282	4630	5567	5027	3345	2930	5713	7410	4327	3225	3183	7102	5258	4515	4285	13212	7212	4843	8288	7538	17513	10873	4995	10275	5467	3855	3293	15628	3265	4373	4467	4108	4285	6658	4666	2427	5400	790	1227	1350	795	3427	1585	1110	5762	2100	2193	863	890	4217	2263
284	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"16.10.2019"	"15:27:33"	"19"	1	1	3	2	2	1	3	2	1	1	1	2	1	1	1	2	5	5	1	1	2	1	2	1	"ok"	"ok"	"ok"	"ok"	3	3	5	4	3	3	4	4	4	4	2	3	3	5	3	3	3	3	4	3	2	4	2	2	5	4	3	3	6	5	5	3	5	4	6	5	4	5	4	4	4	5	3	3	5	5	5	5	"ok"	5	6	2	1	2	1	1	1	1	1	1	1	1	1	7	4	3	4	5	3	3	3	2	2	3	6	1	5	2	4	5	6	99	99	5	3	1	7	1	7	6	7	6	5	1	1	5	7	7	3	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	3	5	6	5	1083	1478	2415	1510	1435	1287	4183	3045	1380	3615	970	2215	1355	3365	1208	3558	3272	2002	1127	1043	1315	1340	2200	5390	3180	1720	3120	1740	2585	3847	8145	1717	3852	1596	1310	2343	2490	2305	4385	2005	2932	2915	1817	1493	2470	3788	2592	3362	1880	1628	1820	1892	4270	1297	1398	1412	1143	2300	1973	5453	2222	1762	8865	1742	3085	1362	935	2630	2718	2402	1340	6142	9771	4145	5930	3220	16725	3045	2718	6290	8575	15253	2015	3875	4280	7473	3733	5226	9707	4322	3673	6747	5748	8067	13062	2675	7975	7793	6093	5477	6817	7763	12272	8043	7918	4195	4010	9805	12960	4700	5765	12142	6013	5988	11050	15497	4763	32083	980	4112	3723	870	1237	1428	1090	1477	1922	1203	862	2350	6017	4626
287	1	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"16.10.2019"	"16:15:26"	"19"	2	3	1	1	3	3	1	1	1	1	2	2	1	1	2	2	6	6	1	1	2	1	1	1	"ok"	"ok"	"ok"	"ok"	3	5	6	6	4	4	2	6	3	4	3	3	4	4	3	5	4	4	6	6	3	6	3	3	4	5	2	2	5	6	3	3	2	3	6	5	3	5	5	6	7	7	3	2	3	5	4	5	"ok"	5	5	1	1	2	2	2	1	1	1	2	2	2	2	6	5	6	7	3	6	1	6	4	5	5	4	2	2	4	3	4	2	99	99	3	3	1	5	4	7	5	6	5	5	1	5	6	5	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	4	2	3	5	1617	2948	1163	1350	3475	4945	1917	1477	1670	1660	1715	1818	1302	1068	1915	2193	4720	1853	3515	1393	1325	1700	3317	1355	4233	2127	2228	1913	1900	2038	2783	2435	1707	1813	2543	2282	1628	5222	3678	2685	3075	2565	3275	1950	2933	4993	2012	2088	5298	2180	2903	2258	5273	3178	2168	2240	2133	4863	2355	1998	2435	3842	4888	2798	2482	2590	2085	2203	3207	2730	3143	2183	6045	4375	5570	4605	4182	4947	7070	3380	6912	4085	4416	7177	3085	4988	3245	3767	5548	3925	3813	3540	5320	4735	4497	3603	12525	5547	3815	4133	4325	6580	12213	6945	8178	5465	3890	4670	4633	4650	3725	4080	5410	3822	3660	4571	5415	4377	900	1085	1097	1305	715	652	2257	1333	1115	1118	1015	1480	8507	4132
293	4	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"17.10.2019"	"12:28:43"	"23"	1	1	1	1	6	5	1	1	2	2	1	1	1	1	2	2	5	7	2	2	1	1	1	1	"ok"	"ok"	"ok"	"ok"	5	6	7	7	5	4	7	7	3	3	5	6	4	6	6	5	3	5	7	7	5	5	3	4	1	2	3	4	6	5	4	3	4	5	5	5	3	4	7	6	5	6	3	3	3	3	3	3	"ok"	4	4	2	2	2	2	2	2	1	1	1	2	2	1	3	4	7	2	4	4	1	3	1	1	1	6	4	1	7	6	1	1	1	2	7	2	1	4	4	7	5	7	7	7	1	7	7	7	7	4	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	4	7	1	1436	671	1450	1326	2918	4150	1420	874	3136	4571	1280	5881	1264	1061	2996	3837	4773	2138	2200	4524	1108	858	1591	717	2216	2262	3479	2777	1576	2168	2902	1872	1295	2808	3339	2777	3245	3526	3291	10203	3681	2776	4337	1450	2184	5398	4119	1778	4071	4088	1529	2871	15678	2917	2012	2122	3229	2169	2091	2948	2090	8564	4197	3401	3120	2418	2449	3213	8003	3775	2854	2668	16099	11590	18299	8455	12214	26411	7582	19827	19469	27830	9173	17082	4882	8673	3011	5350	7738	3307	2933	5834	5148	4478	3166	5351	9641	4680	3932	4212	4134	5788	4571	5444	5990	8268	5086	3292	8768	3058	2278	3370	3292	6646	4259	3057	2636	4789	718	1077	1263	1014	1123	2793	1466	1731	1186	749	936	656	5772	2808
295	5	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"17.10.2019"	"13:34:09"	"18"	2	2	4	6	5	5	3	3	2	3	2	2	2	2	3	3	4	6	3	2	2	2	3	5	"ok"	"ok"	"ok"	"ok"	3	3	4	5	3	3	3	5	3	3	4	4	3	4	2	2	3	4	5	5	3	4	4	3	4	4	4	4	6	6	3	5	3	4	4	4	4	4	5	5	3	5	3	3	4	5	5	4	"ok"	3	5	1	2	2	1	1	1	1	2	2	2	1	2	4	2	6	3	5	3	1	4	2	1	2	6	4	1	5	5	1	2	99	99	5	6	2	7	2	5	4	7	5	3	2	2	6	5	7	2	2	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	5	2	1835	1185	2900	4132	4035	3940	1827	942	6892	3070	900	1420	2103	1613	4640	1620	3577	2243	6185	3686	2440	1642	1992	1777	1565	1565	1400	3733	2018	3842	1885	2422	1832	1700	1402	3178	1603	2500	1550	1940	3168	3988	2900	1698	4435	2980	5060	1415	2450	9998	2760	1885	1758	28150	1903	3868	7072	2307	2728	2520	2732	3985	2055	2205	3223	3235	2445	2025	2150	1543	3165	1457	14456	6100	11370	3220	13038	6370	9303	15288	5150	20328	18765	4830	5130	4335	2888	5998	6445	4030	2678	4837	5477	7800	4123	5732	8502	7815	4183	7058	6672	9540	10476	4553	13708	6285	7395	3895	22710	2562	4488	9768	4902	6665	6685	9363	5575	5807	2687	1455	1295	1070	1020	1662	1645	1158	1502	1152	1363	1275	4520	2612
298	4	"C:\Users\sociallab1\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"17.10.2019"	"14:35:33"	"19"	3	2	5	4	6	5	2	5	4	4	4	4	2	3	3	3	5	6	2	2	2	3	2	2	"ok"	"ok"	"ok"	"ok"	4	4	6	6	4	6	2	5	2	3	2	4	5	7	5	5	2	4	3	5	3	5	2	4	3	2	3	6	6	6	2	4	2	5	5	3	4	5	5	4	4	7	2	3	5	5	3	3	"ok"	5	4	1	2	1	2	2	1	2	2	1	2	2	1	6	3	6	6	6	3	1	3	3	3	2	6	4	5	3	5	2	1	1	2	5	3	5	4	3	7	5	7	7	6	4	3	5	6	7	3	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	7	6	1435	3605	1295	2127	3412	1403	1463	2438	1405	2460	2860	2928	2225	1910	2183	1917	3176	2452	2907	1327	1158	2187	2030	1317	2680	2235	2062	1640	2472	2308	2863	2437	1788	3488	1478	2990	2628	3250	2388	2775	1957	2043	1335	3172	1835	2870	1582	2552	2720	1915	2768	2165	3343	1380	2027	2905	1573	1863	1720	3662	4252	2520	1980	1725	3273	2872	3560	2745	1680	3675	1922	2513	5092	3767	2532	8712	5595	3127	2287	3260	2913	5613	3016	6210	4037	3653	2645	4911	4382	3445	3140	4370	3698	4760	3130	3620	5660	5587	6290	2995	6235	9720	6178	5823	7085	5210	4287	3377	5256	2468	3653	6090	6240	3977	4958	5133	4188	4453	1050	5813	1228	2407	1217	1340	842	940	1578	1410	770	615	3070	3212
