"Subject"	"Cond"	"Exper"	"Inifile"	"Date"	"Time"	"Age"	"Attr_01_fem"	"Attr_01_mas"	"Attr_02_fem"	"Attr_02_mas"	"Attr_03_fem"	"Attr_03_mas"	"Attr_04_fem"	"Attr_04_mas"	"Attr_05_fem"	"Attr_05_mas"	"Attr_06_fem"	"Attr_06_mas"	"Attr_07_fem"	"Attr_07_mas"	"Attr_08_fem"	"Attr_08_mas"	"Attr_09_fem"	"Attr_09_mas"	"Attr_10_fem"	"Attr_10_mas"	"Attr_11_fem"	"Attr_11_mas"	"Attr_12_fem"	"Attr_12_mas"	"Debrief01"	"Debrief02"	"Debrief03"	"Debrief04"	"Formid_01_fem"	"Formid_01_mas"	"Formid_02_fem"	"Formid_02_mas"	"Formid_03_fem"	"Formid_03_mas"	"Formid_04_fem"	"Formid_04_mas"	"Formid_05_fem"	"Formid_05_mas"	"Formid_06_fem"	"Formid_06_mas"	"Formid_07_fem"	"Formid_07_mas"	"Formid_08_fem"	"Formid_08_mas"	"Formid_09_fem"	"Formid_09_mas"	"Formid_10_fem"	"Formid_10_mas"	"Formid_11_fem"	"Formid_11_mas"	"Formid_12_fem"	"Formid_12_mas"	"Health_01_fem"	"Health_01_mas"	"Health_02_fem"	"Health_02_mas"	"Health_03_fem"	"Health_03_mas"	"Health_04_fem"	"Health_04_mas"	"Health_05_fem"	"Health_05_mas"	"Health_06_fem"	"Health_06_mas"	"Health_07_fem"	"Health_07_mas"	"Health_08_fem"	"Health_08_mas"	"Health_09_fem"	"Health_09_mas"	"Health_10_fem"	"Health_10_mas"	"Health_11_fem"	"Health_11_mas"	"Health_12_fem"	"Health_12_mas"	"Instr"	"MateValue_Body"	"MateValue_Face"	"Mate_Pair01"	"Mate_Pair02"	"Mate_Pair03"	"Mate_Pair04"	"Mate_Pair05"	"Mate_Pair06"	"Mate_Pair07"	"Mate_Pair08"	"Mate_Pair09"	"Mate_Pair10"	"Mate_Pair11"	"Mate_Pair12"	"PP01"	"PP02"	"PP03"	"PP04"	"PP05"	"PP06"	"PP07"	"PP08"	"PP09"	"PP10"	"PP11"	"PP12"	"PP13"	"PP14"	"PP15"	"PP16"	"PP17"	"PP18"	"PPVAS1"	"PPVAS2"	"RS01"	"RS02"	"RS03"	"RS04"	"RS05"	"RS06"	"RS07"	"RS08"	"RS09"	"RS10"	"RS11"	"RS12"	"RS13"	"RS14"	"RS15"	"RS16"	"RSVAS1"	"RSVAS2"	"Rating_Instr"	"Recog_01"	"Recog_02"	"Recog_03"	"Recog_04"	"Recog_05"	"Recog_06"	"Recog_07"	"Recog_08"	"Recog_09"	"Recog_10"	"Recog_11"	"Recog_12"	"RelationshipStatus"	"SPVAS1"	"SPVAS2"	"SexOrient"	"VIS01"	"VIS02"	"VIS03"	"tAttr_01_fem"	"tAttr_01_mas"	"tAttr_02_fem"	"tAttr_02_mas"	"tAttr_03_fem"	"tAttr_03_mas"	"tAttr_04_fem"	"tAttr_04_mas"	"tAttr_05_fem"	"tAttr_05_mas"	"tAttr_06_fem"	"tAttr_06_mas"	"tAttr_07_fem"	"tAttr_07_mas"	"tAttr_08_fem"	"tAttr_08_mas"	"tAttr_09_fem"	"tAttr_09_mas"	"tAttr_10_fem"	"tAttr_10_mas"	"tAttr_11_fem"	"tAttr_11_mas"	"tAttr_12_fem"	"tAttr_12_mas"	"tFormid_01_fem"	"tFormid_01_mas"	"tFormid_02_fem"	"tFormid_02_mas"	"tFormid_03_fem"	"tFormid_03_mas"	"tFormid_04_fem"	"tFormid_04_mas"	"tFormid_05_fem"	"tFormid_05_mas"	"tFormid_06_fem"	"tFormid_06_mas"	"tFormid_07_fem"	"tFormid_07_mas"	"tFormid_08_fem"	"tFormid_08_mas"	"tFormid_09_fem"	"tFormid_09_mas"	"tFormid_10_fem"	"tFormid_10_mas"	"tFormid_11_fem"	"tFormid_11_mas"	"tFormid_12_fem"	"tFormid_12_mas"	"tHealth_01_fem"	"tHealth_01_mas"	"tHealth_02_fem"	"tHealth_02_mas"	"tHealth_03_fem"	"tHealth_03_mas"	"tHealth_04_fem"	"tHealth_04_mas"	"tHealth_05_fem"	"tHealth_05_mas"	"tHealth_06_fem"	"tHealth_06_mas"	"tHealth_07_fem"	"tHealth_07_mas"	"tHealth_08_fem"	"tHealth_08_mas"	"tHealth_09_fem"	"tHealth_09_mas"	"tHealth_10_fem"	"tHealth_10_mas"	"tHealth_11_fem"	"tHealth_11_mas"	"tHealth_12_fem"	"tHealth_12_mas"	"tMate_Pair01"	"tMate_Pair02"	"tMate_Pair03"	"tMate_Pair04"	"tMate_Pair05"	"tMate_Pair06"	"tMate_Pair07"	"tMate_Pair08"	"tMate_Pair09"	"tMate_Pair10"	"tMate_Pair11"	"tMate_Pair12"	"tPP01"	"tPP02"	"tPP03"	"tPP04"	"tPP05"	"tPP06"	"tPP07"	"tPP08"	"tPP09"	"tPP10"	"tPP11"	"tPP12"	"tPP13"	"tPP14"	"tPP15"	"tPP16"	"tPP17"	"tPP18"	"tRS01"	"tRS02"	"tRS03"	"tRS04"	"tRS05"	"tRS06"	"tRS07"	"tRS08"	"tRS09"	"tRS10"	"tRS11"	"tRS12"	"tRS13"	"tRS14"	"tRS15"	"tRS16"	"tRecog_01"	"tRecog_02"	"tRecog_03"	"tRecog_04"	"tRecog_05"	"tRecog_06"	"tRecog_07"	"tRecog_08"	"tRecog_09"	"tRecog_10"	"tRecog_11"	"tRecog_12"	"tVIS01"	"tVIS02"
339	5	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/22/2019"	"16:29:33"	"18"	1	3	3	5	5	6	4	4	4	5	3	2	1	2	4	2	6	6	4	4	3	4	2	1	"ok"	"ok"	"ok"	"ok"	3	5	5	5	3	6	4	5	2	2	2	5	4	4	3	3	6	7	4	2	3	1	4	1	2	3	4	5	7	4	3	6	2	4	2	2	3	2	4	4	2	6	3	3	5	3	5	4	"ok"	2	3	1	1	2	1	1	1	1	1	2	2	2	2	5	6	3	7	3	3	1	3	4	6	4	7	3	2	4	4	1	1	99	99	5	3	3	5	2	6	6	7	6	7	4	1	5	6	7	1	2	2	"ok"	2	2	1	1	2	2	2	1	2	2	2	2	2	99	99	3	3	7	4	1956	2660	3526	1996	5098	1846	2456	1799	2309	2920	2299	1680	2260	1869	3865	1816	2396	2346	2576	1900	1850	2205	1820	1636	3426	2734	2734	2246	2419	3236	2580	3286	2726	2016	1726	2229	1956	3445	1796	2746	2756	3680	3469	3405	2999	2849	2566	2026	2256	2200	2755	6026	6400	2190	2566	2345	3910	2966	2085	2046	2766	3180	4269	3576	2466	4320	4416	1810	2825	3456	2745	3779	3269	8989	4497	2876	3198	5546	5465	11246	10806	15156	6696	5166	8378	6678	6309	4907	6147	4089	4148	3906	9266	6678	5009	4236	5290	4778	5599	3459	5219	7437	11188	7219	9199	4936	2998	2608	3668	2616	3109	4128	4273	5119	8258	5069	3856	4236	1422	2086	7570	2280	1886	3595	2439	3540	4246	3896	2330	2276	8137	2650
345	6	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/23/2019"	"13:19:02"	"21"	1	1	1	2	6	6	2	2	1	1	1	1	1	1	1	2	7	7	1	1	1	2	1	1	"ok"	"ok"	"ok"	"ok"	7	6	7	7	4	4	4	4	1	1	7	7	6	5	3	3	1	2	7	7	4	4	2	3	2	2	1	2	4	5	4	4	3	2	1	2	1	3	5	6	7	7	1	1	4	4	5	3	"ok"	1	4	2	1	2	2	2	2	2	1	1	2	1	1	4	4	1	7	1	7	4	7	1	3	7	7	1	1	1	1	1	7	99	99	3	6	3	7	3	7	6	6	6	4	1	7	1	7	7	2	1	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	6	6	4	1256	3060	2006	1646	1689	4626	1180	3627	1536	886	1089	2355	2120	2050	1511	2836	2298	1719	2697	1270	2479	3216	1206	1668	2140	2296	1660	1759	4956	1396	4405	2376	3100	2769	1756	1755	3005	2766	2620	3620	2189	2915	1876	1899	2366	1806	3046	5049	2154	1736	3056	12174	2690	2866	9930	1787	2516	3000	2596	2776	2639	2246	2670	8010	2249	2006	2096	2085	5510	7170	6119	3936	4745	10979	5836	4880	5620	5950	10389	4060	2404	5836	10760	8526	6129	4988	4207	4848	6782	3325	3558	4578	5757	9329	2630	3649	5609	6850	4568	2448	7099	6868	11888	7428	6787	4418	4687	4988	7021	2958	3065	6738	5949	3589	10109	3539	4489	17408	976	1106	3005	2876	1006	859	1170	1617	1357	2720	1740	3741	3568	3349
342	5	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/23/2019"	"15:26:17"	"20"	1	1	2	2	5	4	1	1	1	1	1	1	1	1	3	2	5	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	3	3	5	6	4	5	4	6	2	2	2	3	5	6	4	5	3	2	5	4	3	4	2	5	6	6	3	5	5	6	4	3	2	3	6	5	5	5	4	6	5	4	3	4	4	4	5	5	"ok"	5	4	2	1	2	1	2	2	1	1	2	2	1	1	4	5	7	4	4	5	2	7	2	5	4	4	2	6	3	2	3	3	99	99	4	5	2	5	3	6	4	6	4	4	1	2	5	5	6	3	1	1	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	4	6	3	2111	1466	2317	4015	4030	3266	2388	1780	3906	1436	2451	1545	1626	1243	4739	2707	4180	5745	3108	5807	1910	1767	1296	1609	2026	2130	2988	5291	1830	1986	2718	2218	2390	3650	2190	1786	1771	1719	1626	1805	4166	5680	10980	2146	2150	1869	2056	1849	1616	1560	1410	2885	2570	1700	3250	1306	2970	4116	3084	2019	1470	1576	4497	1816	2446	2170	1800	1930	1206	5656	2790	3580	10346	6445	3577	18750	12816	9579	18976	11520	10115	9590	19170	5280	8717	4797	3169	5250	4789	3561	3778	4429	5958	6778	4669	4129	9097	5238	6106	4447	6096	9449	5888	4559	6407	4170	11140	3180	7058	2917	4329	6241	4528	5389	14039	5798	3899	6780	1075	1220	1590	1050	1230	983	1050	2900	2610	1196	1039	931	6269	6358
351	3	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/23/2019"	"16:25:36"	"18"	5	3	4	5	4	4	3	2	2	2	3	2	3	2	2	2	5	5	2	3	2	3	4	2	"ok"	"ok"	"ok"	"ok"	4	4	5	5	5	5	5	5	2	2	2	4	3	4	3	3	4	4	5	5	4	2	3	2	6	5	3	3	3	4	4	4	3	3	4	3	3	2	2	2	5	5	2	4	3	4	4	3	"ok"	5	5	2	1	1	1	2	1	2	2	2	1	1	2	2	5	2	7	4	1	2	4	4	7	1	5	3	3	2	6	3	2	1	1	7	2	2	6	5	7	5	7	7	6	2	1	6	7	7	3	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	4	6	6	9869	2746	6550	11769	3565	12160	5020	2366	2478	1636	4566	4396	1816	5666	1506	3880	3165	9427	3988	6656	6038	12546	6680	4476	2780	2856	3509	2846	7096	2396	5739	2110	3337	7200	5530	3256	5227	2557	1798	2431	3876	4299	3950	2146	2256	3250	2450	2108	3325	5300	2606	1949	5416	1588	2507	2389	1470	1176	4337	3886	1769	5480	2305	1966	3279	2475	1670	2466	5326	4380	2080	3096	9136	9689	12246	33250	18250	24576	9206	9326	42875	7230	5979	14106	6838	8460	8640	4648	8650	6809	8538	5960	7644	6139	5868	6627	7100	12841	7423	5307	9758	15574	12417	8474	18677	12088	10407	3380	8647	4868	2976	4408	6020	6165	7269	5489	4382	8708	1549	746	899	1429	966	625	650	794	740	1456	2196	3715	8600	5422
354	1	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/24/2019"	"13:16:41"	"20"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	2	3	6	7	4	4	1	4	2	2	1	3	1	2	2	3	6	6	5	5	1	2	2	2	5	4	1	1	4	3	1	1	2	1	2	1	3	3	3	3	7	7	1	1	3	3	1	4	"ok"	4	5	1	1	2	1	1	1	1	1	2	2	1	2	5	1	5	6	4	1	1	1	6	4	1	1	6	6	3	6	2	2	99	99	6	3	3	5	2	5	5	3	5	4	1	2	2	7	7	1	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	7	6	3	602	701	633	767	568	1201	655	705	634	524	904	727	618	1106	757	618	1836	1660	2609	715	752	702	727	587	1443	1706	3519	4206	1519	1925	1648	2110	2379	1875	1161	1266	1301	1539	800	1971	1419	2388	1241	2498	820	1660	2570	1451	2837	1413	1874	1197	1758	3847	1430	1811	1207	658	2336	796	680	1741	1467	1352	1869	1680	639	762	1274	864	663	1711	1597	3385	4509	1577	2050	1424	6275	2726	5932	6235	1532	3304	7167	4041	3187	4805	5671	3237	1943	2694	4687	5209	3395	2040	7084	4381	7537	3441	6246	8725	6148	4777	7928	4562	3936	5906	6091	3502	3577	3948	4274	3937	5156	5476	2492	4088	716	2457	854	635	805	1236	618	978	1182	775	615	613	5047	4366
357	2	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/24/2019"	"14:14:40"	"18"	1	1	4	3	5	3	2	1	4	3	1	1	1	2	5	3	6	5	3	2	1	1	3	1	"ok"	"ok"	"ok"	"ok"	1	1	4	5	3	5	2	6	1	1	1	1	5	7	3	4	2	3	1	3	2	1	1	1	6	4	1	1	5	4	1	1	3	3	1	1	5	1	4	3	7	6	1	1	3	4	1	4	"ok"	5	5	2	1	1	2	1	2	2	2	2	2	1	1	5	1	7	6	6	1	1	3	1	1	1	3	5	1	7	7	1	2	99	99	6	6	1	7	2	7	1	7	7	6	1	1	7	7	7	1	99	99	"ok"	2	1	2	1	2	2	2	2	2	2	1	2	2	2	1	3	3	7	1	1570	1660	1886	1660	1656	3779	2240	3460	1940	2176	1955	1436	2426	1517	3610	2050	2466	1706	1809	1491	1796	3279	2459	1419	1060	1610	1726	1210	3397	1346	1347	2150	1036	1576	826	1680	3066	1991	2186	1519	1906	2087	1829	3576	2440	1650	1720	3186	2278	1196	3156	1930	1639	1495	1205	1260	1416	1699	886	1505	1869	685	1736	2211	3096	1612	1109	1009	1566	1246	2046	1849	7756	4940	2796	7335	2777	5720	2920	3716	6566	10659	5776	2806	5468	2399	2416	3959	3848	2660	1548	4548	3080	2938	4679	4697	4140	3937	3319	2118	4843	7065	15577	3108	4868	3479	3068	2499	6531	4288	2556	3962	3759	3659	3507	4137	4529	3381	1586	2066	1718	3268	946	790	2340	1386	1605	1116	2250	906	3088	2408
360	6	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/24/2019"	"15:26:20"	"19"	2	3	3	4	5	4	4	3	5	4	5	3	4	3	2	3	6	5	2	3	2	4	3	3	"ok"	"ok"	"ok"	"ok"	3	3	5	4	5	4	4	4	4	3	2	2	4	4	4	3	7	5	1	1	3	4	2	2	5	5	6	6	4	4	5	3	4	4	5	5	6	5	3	3	7	5	2	3	4	4	3	5	"ok"	1	1	2	1	1	2	1	1	2	2	2	1	2	1	1	4	6	3	4	2	2	1	4	2	1	6	6	3	5	4	1	5	99	99	6	2	2	5	1	7	7	7	7	6	1	3	7	7	7	2	2	2	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	7	7	6	2896	1496	5470	1595	1521	1786	1586	2457	6276	5117	1807	5746	4986	4646	5406	1309	5126	2395	3597	1660	1551	1856	1766	8786	1419	1330	3047	3611	1770	5056	2079	2280	2866	1546	2727	1716	2289	4460	1859	1175	1438	2119	746	3806	2439	6830	8056	1726	3890	2166	3668	1926	2366	3019	4406	2355	4576	1619	1759	2616	2639	2476	2060	1386	1937	4856	1999	3050	1800	2280	4330	1761	6897	9096	7700	10626	14159	6866	16339	4059	14519	10950	7286	6776	5589	4817	7240	4719	14319	4257	4561	4838	5898	7139	3250	3959	7130	6038	5459	5109	5468	8219	7768	9709	10161	5360	6986	3009	6718	2364	4471	12759	4530	5999	4648	3889	3675	5735	1340	1295	3208	1460	1341	1249	846	605	1960	606	1030	1000	4602	3227
363	1	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/24/2019"	"16:34:40"	"20"	2	2	2	2	3	4	2	3	3	3	1	2	3	3	4	4	5	5	2	2	3	2	2	2	"ok"	"ok"	"ok"	"ok"	2	2	3	4	2	4	3	3	3	3	4	2	4	5	4	6	5	4	2	5	3	3	2	3	4	4	2	3	6	5	1	1	3	3	6	5	5	6	3	4	6	5	2	2	3	4	5	5	"ok"	6	4	1	2	2	1	1	1	2	2	2	2	2	2	4	2	6	5	6	2	1	2	1	1	1	3	5	2	3	6	2	5	99	99	6	3	1	6	3	6	6	6	6	6	1	1	6	7	7	2	99	99	"ok"	2	2	1	1	1	2	1	1	1	2	2	2	2	2	1	1	3	4	1	2537	1536	2010	1897	1261	3567	2676	1710	1769	1941	1506	1746	2416	1890	2576	2206	2210	3060	2150	2216	3950	3527	1676	3846	1879	2316	1475	9530	1715	3619	1846	2495	1826	3066	2879	2000	2920	4906	2070	1686	1730	6755	2536	9205	2676	1995	6246	3250	6329	11726	1806	3379	4746	6656	1786	3096	4800	3289	3440	2777	2930	2720	2197	9786	4116	5508	3960	1830	3799	6290	4188	3166	7246	6766	9274	9886	14877	5156	24550	4766	9226	4045	9986	14516	9707	5137	4691	11238	9617	4108	2879	8169	3690	4718	7760	15559	7907	5359	11028	3614	7908	7189	6359	9613	10188	7073	4758	2939	4277	3191	2648	5819	4785	4259	3566	5852	5025	8359	3035	3376	4916	3777	1669	1090	5490	1556	2086	1519	1866	1425	12158	5439
366	5	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/25/2019"	"11:37:58"	"19"	2	2	3	3	3	4	1	1	1	2	2	4	1	1	2	1	5	6	3	3	1	2	2	1	"ok"	"ok"	"ok"	"ok"	4	5	6	6	4	5	4	4	2	2	3	5	3	6	2	3	3	4	5	6	6	5	5	5	5	5	3	4	6	6	4	4	2	3	5	6	4	5	4	5	5	5	4	5	4	6	4	5	"ok"	3	5	1	2	1	1	2	1	1	1	2	2	2	1	4	5	6	6	4	5	2	3	2	2	4	3	4	3	2	5	2	6	99	99	7	4	3	7	2	7	7	7	7	6	1	6	4	6	7	1	2	2	"ok"	2	1	1	2	2	2	2	1	1	2	2	1	2	99	99	1	4	7	6	5625	4010	3480	4007	12561	9360	4120	3400	5346	3037	3959	3769	3210	2020	7250	4110	2979	3306	4747	3700	4466	5456	4049	5046	2100	2810	2495	5970	3146	5667	1997	2776	3446	2256	5309	2726	2356	1900	2438	1576	14531	2300	7580	1466	1738	5216	2140	2394	3766	2449	3619	3316	4589	3429	5276	2906	2326	2656	1959	2280	5216	5616	7280	3827	2726	2596	4056	5220	1856	9406	2090	2976	15801	31130	23180	6399	25325	15805	8716	6716	12420	21680	10190	15200	8188	3258	2260	4958	8207	3071	2827	4040	8367	9638	4634	5939	9320	5157	8490	5990	7679	4026	5077	6857	5987	4959	4309	3048	5799	2309	5668	4725	4558	3317	12935	6769	4438	3908	3070	3005	2746	16210	2006	5900	1546	1925	2125	4027	1710	2106	10737	2309
371	2	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/25/2019"	"14:24:21"	"19"	2	3	3	2	4	3	2	2	3	3	3	4	2	2	4	4	6	7	1	2	5	4	1	1	"ok"	"ok"	"ok"	"ok"	3	3	4	5	4	4	4	5	4	5	4	6	3	5	3	5	6	7	5	5	5	4	2	4	6	6	2	3	6	5	3	5	3	4	4	4	5	6	5	4	7	6	3	4	6	6	5	5	"ok"	6	6	2	1	1	2	2	2	2	2	2	2	2	1	2	5	7	6	1	7	1	7	1	1	1	1	1	2	3	4	2	5	99	99	7	2	1	6	1	7	6	7	7	7	1	2	4	7	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	5	4	2	6936	7040	1576	3367	1626	2950	2500	2493	2998	1476	1686	2550	2109	2150	1456	5726	4766	3556	4527	3027	1586	2730	1206	2626	5236	4696	2665	1585	2026	1955	1666	4416	2850	3616	3267	2110	6186	2676	2446	1896	2698	5430	1965	3486	1910	2800	1910	3571	2785	4069	3299	5189	3745	3200	5087	3286	1510	1191	2690	2399	1956	3859	2111	2509	6280	5335	2686	6046	2737	3120	2406	1888	7031	8377	8916	4315	8827	11310	7030	3106	15590	9676	12296	5130	14418	8279	2825	12759	9400	14660	4559	5618	4729	12533	5179	4078	5908	5846	12799	8267	12939	15177	10659	6168	9329	7838	4685	4508	7309	2770	2969	4190	16078	13238	11990	3599	3389	11289	2089	706	666	745	709	736	770	1076	906	649	835	740	7515	6599
374	3	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/25/2019"	"15:31:33"	"18"	3	3	4	4	6	5	2	3	4	3	1	2	2	2	3	2	7	6	1	1	3	3	1	2	"ok"	"ok"	"ok"	"ok"	4	5	5	6	6	6	4	6	4	5	5	5	4	6	3	4	2	3	5	6	4	6	3	3	3	3	2	3	6	5	3	3	2	3	4	4	3	3	3	4	5	6	2	2	3	4	3	2	"ok"	6	5	1	1	2	1	1	1	2	2	2	2	2	2	2	3	6	4	7	1	2	1	2	2	1	7	6	2	3	7	2	6	1	2	5	3	2	4	3	7	6	6	6	6	1	4	5	6	7	5	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	5	7	5	2316	4999	4676	4340	4589	4196	4166	2678	3739	5037	2376	2400	2727	3847	3250	2039	8309	4226	1446	3157	2086	5970	3247	2506	4220	4206	2736	3198	5506	4250	3850	3036	3726	2336	4460	4229	5840	5870	8916	3710	5966	3486	2969	4306	7076	7169	4447	3320	3290	4518	2927	3259	4618	5994	4210	4406	4396	1336	6865	2527	6486	3324	3710	3966	4870	6450	5819	2870	3596	4050	2796	2930	9990	9120	11816	9219	14006	8830	9930	6859	9080	6796	5926	9290	7299	7859	4378	8188	9830	4139	3729	5549	5627	7890	3557	6438	5549	5208	5059	6348	10311	10838	13998	9778	13018	13342	4247	6288	6909	3560	4258	4527	5664	7539	7837	5870	5596	4968	1266	1116	1149	4507	986	1725	946	618	1297	1030	1046	1979	7189	7899
377	4	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/25/2019"	"16:32:22"	"19"	1	1	1	1	3	4	1	1	1	1	1	1	1	1	2	1	6	6	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	4	6	5	5	4	5	5	6	3	4	3	6	3	6	3	3	4	5	5	6	4	5	3	5	2	5	3	4	5	5	4	3	4	4	4	4	4	4	5	5	6	6	3	4	5	5	3	3	"ok"	6	6	1	2	2	2	2	2	2	2	2	2	2	1	4	1	7	6	3	1	1	4	2	2	2	1	4	1	4	6	1	7	1	2	6	5	4	6	4	7	5	7	7	7	2	2	6	5	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	1	99	99	1	5	6	1	1045	795	926	1076	6116	5316	886	899	1636	751	696	960	1980	804	6010	8427	2966	5479	926	915	679	1005	1610	1546	2857	5596	5206	4509	1619	2520	6259	2826	3540	1730	2029	2589	3206	2166	3026	4391	4360	5691	3957	4036	1746	2926	3536	4926	3740	3516	2366	2716	5599	2445	2816	2749	1309	2799	2326	2206	2227	4006	1905	2576	4956	6640	2490	6136	3560	2426	1776	2646	8855	9457	13019	12480	11116	10816	9750	6397	7606	10840	8455	7247	6446	4129	4888	9238	8280	3948	8938	5765	8538	8960	4443	3995	11929	10610	10959	4922	7368	7932	19698	8448	14068	8538	6710	5180	10406	3949	17579	7420	7847	10449	8919	15229	7668	7049	506	440	2270	4590	446	716	521	410	416	449	1096	537	10747	4428
379	3	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/30/2019"	"14:36:22"	"21"	1	2	2	2	4	4	2	2	2	2	2	1	2	2	5	5	5	6	1	2	3	2	2	2	"ok"	"ok"	"ok"	"ok"	1	1	6	7	6	7	3	5	4	5	4	5	3	6	5	5	5	5	7	7	3	2	2	1	5	6	5	6	7	6	6	4	6	6	7	7	5	5	7	7	7	7	4	4	7	7	5	6	"ok"	6	5	1	1	1	1	1	1	1	2	1	2	1	2	7	5	6	7	1	4	1	5	3	5	4	1	1	5	2	5	5	2	1	2	6	1	2	6	1	7	6	5	7	7	1	1	7	7	7	2	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	1	7	7	6	2736	4117	1526	1385	1769	4100	7346	1436	2390	2395	1637	3380	2036	5118	1876	3060	7465	5346	3220	2536	4856	3687	9126	2606	2247	1670	2209	1070	1716	4779	2225	1497	1466	4126	2696	2246	7057	2100	2280	2070	1986	1760	2096	2046	2024	3759	1720	1965	2069	3396	2801	1804	2629	8670	3900	3010	3310	2776	1460	980	2399	3630	8115	5169	1306	1676	1586	4176	1280	2476	6736	1467	8770	7250	11907	12595	2006	8739	8537	4420	6865	3146	6746	4870	4579	5408	3668	3279	5229	3429	3196	5978	7398	5494	4128	2869	4163	4998	8919	4301	7315	8190	5968	6888	6912	5659	3499	2449	5168	4789	2751	2239	3373	2579	5472	2854	2369	4110	1156	1646	1087	975	930	960	1346	1096	2676	896	804	1059	2668	3408
381	4	"C:\Users\User\Desktop\Deney51_ASIL\Deney51_ASIL.exp"	"default.mlp"	"10/31/2019"	"15:26:09"	"19"	1	1	1	2	4	5	1	1	1	1	1	2	1	2	1	3	3	5	1	1	1	1	1	1	"ok"	"ok"	"ok"	"ok"	1	1	2	2	3	4	1	3	2	3	1	1	2	2	2	3	4	4	1	3	3	2	2	1	6	6	4	4	4	6	4	5	3	3	6	7	5	5	5	5	4	6	3	4	6	6	6	6	"ok"	5	3	1	1	2	1	2	2	2	1	1	2	1	2	6	1	6	4	7	3	4	1	2	7	1	2	6	6	6	6	5	7	1	2	6	4	3	4	5	7	5	6	5	6	3	2	4	6	6	3	99	99	"ok"	2	2	2	2	2	2	2	2	2	2	2	2	2	99	99	3	4	5	5	4240	1696	1730	4620	3491	4420	5550	2086	2456	5990	1076	1741	1960	1780	2645	5110	2366	2186	2086	2176	4105	1876	3045	2399	2510	12417	3670	2990	6245	1951	2726	2820	5889	5620	3330	1590	1750	2079	2860	4346	2666	3820	5395	3410	2980	4996	1437	2376	2966	2599	1686	4805	4010	2405	2326	1630	4350	3656	1896	2596	1787	1429	1986	2499	2024	4926	2345	8520	2026	1826	3058	2675	10036	9915	27540	4201	17755	13570	10740	4266	4415	15620	3656	13026	4610	3719	2994	5548	5148	3580	3087	4828	6909	7479	4968	3579	5168	7810	4747	4768	6227	9887	7418	7018	9838	5997	4351	4791	10548	3217	6637	6668	8579	6728	7529	4956	5282	4338	1639	1270	2076	2300	3140	1030	1776	1428	1855	2875	1576	1047	4247	2609
